id_pregunta,pregunta,base_legal,opción_a,respuesta_a,opción_b,respuesta_b,opción_c,respuesta_c,opción_d,respuesta_d;;;;;;;;
"P999,""En aquellos casos en que se necesite alguna solvencia de impuestos para la inscripción del testimonio en el Registro correspondiente, el notario deberá:"",Art. 39 de la Ley de Notariado,Advertir a los comparecientes de la exigencia.,0.0,Advertir a los comparecientes de que es necesaria esa solvencia y relacionarla en el instrumento.,0.0,Advertir a los comparecientes de la exigencia y relacionar en el instrumento la misma sin que sea necesario relacionarla.,1.0,En primer lugar no se puede realizar un instrumento de este tipo sin que se le presenten las solvencias al notario.,0.0 ";;;;;;;;
P1000,En el interrogatorio directo se deben formular preguntas abiertas con el propósito de evitar la sugestividad. ¿Cuál es el objetivo de permitir que el testigo exponga su relato en forma de libre narrativa?,Art. 408 CPCM,Para que el testigo se sienta cómodo durante el interrogatorio,0.0,Para ahorrar tiempo en el interrogatorio,0.0,Para permitir que el testigo se contradiga,0.0,Para evitar la sugestividad en las respuestas del testigo.,1.0 ;;;;;;;;
P1001,¿Cuál es uno de los aspectos que se deben cuidar durante el interrogatorio directo en el proceso penal?,Art. 209 PrPn,La organización de las preguntas.,1.0,La brevedad en las respuestas del testigo.,0.0,La monotonía del estilo de formulación de preguntas.,0.0,La variedad de preguntas cerradas.,0.0 ;;;;;;;;
"P1002,""Los testamentos solemnes se otorgarán ante funcionario autorizado para tal efecto, los cuales son:"",Artículo 40 Ley del Notariado,Únicamente ante notario.,0.0,Todas son correctas,0.0,""Ante Notario o en su defecto ante Juez de Primera Instancia y en su caso, ante agente diplomático o consular salvadoreño."",1.0,Ante notario y en su defecto ante agente diplomático o consular salvadoreño.,0.0 ";;;;;;;;
"P1003,""El Notariado es una función pública, en consecuencia el Notario es:"",Artículo 1 de la Ley del Notariado,Funcionario público.,0.0,Empleado público.,0.0,Delegado del Estado,1.0,Trabajador independiente,0.0 ";;;;;;;;
"P1004,""A la oficina de Juan Pérez que es Notario Salvadoreño, y reside en Norteamérica, se apersona un matrimonio de Chinos y Coreanos, que buscan Comprar un Inmueble en Corea del Sur, le plantean el caso y usted les explica:"",Artículo 3 Ley del Notariado,Que si se puede llevar a cabo la Compraventa del Inmueble ante sus oficios.,0.0,""Que no se puede llevar a cabo la Compraventa del Inmueble ante sus oficios, porque se le ha terminado el protocolo."",0.0,""Que si se puede llevar a cabo la Compraventa del Inmueble ante notario, pero el Notario tiene que ser Chino."",0.0,""Que no se puede llevar a cabo la Compraventa del Inmueble ante sus oficios, porque esta solo debe surtir efectos en el Salvador."",1.0 ";;;;;;;;
"P1005,""Los hijos de la señora Brígida se encuentran tramitando Diligencias de Aceptación de Herencia pero durante su tramitación, el tribunal se entera que hay otro hijo de falleció sin aceptar o repudiar la misma, por lo que el juez cita a la esposa del fallecido para que se pronuncie si acepta o repudia la herencia, ¿Cómo debe comparecer a la cita la referida señora?"",Art. 67 del Código Procesal Civil y Mercantil,Ninguna es correcta,0.0,""Manifestando que acepta por medio de una declaración verbal, porque para ello es la cita"",0.0,De manera personal.,0.0,""Acompañada de abogado, con poder para representarla."",1.0 ";;;;;;;;
"P1006,""Los Jueces de Primera Instancia con jurisdicción en lo Civil, podrán ejercer el Notariado en el siguiente caso:"",Artículo 40 de la Ley del Notariado reformado mediante D.L. 870 Art. 3,""Tratándose de Compraventas de muebles, según lo prescribe la Ley."",0.0,""Tratándose de Compraventas de Inmuebles, según lo prescribe la Ley."",0.0,""Tratándose de Testamentos, según lo prescribe la Ley."",0.0,Todas son incorrectas,1.0 ";;;;;;;;
"P1007,""Marcelino Pérez y Juana Bustillo son padres de una adolescente de 16 años de edad a quien no se le inscribió su nacimiento en el plazo respectivo en el Registro del Estado Familiar, por lo anterior dichos señores se presentan a su oficina jurídica para que les ayude a solventar la situación. Usted les dice que debe realizarse lo siguiente: "",Art. 197 Código de Familia.,Apersonarse a la Alcaldía correspondiente e inscribir el nacimiento tardío de la adolescente en el Registro del Estado Familiar.,0.0,Las diligencias de Establecimiento Subsidiario de Nacimiento ante un Juez de Niñez y Adolescencia.,1.0,Protocolizar el hecho jurídico del nacimiento de su hija,0.0,Ninguna es correcta.,0.0 ";;;;;;;;
P1008,En un proceso ambiental al momento de apelar la sentencia esta:,Art 104 Ley de Medio Ambiente,Se tramita con efecto devolutivo,1.0,Se tramita con efecto suspensivo por ser resulta por una instancia superior,0.0,No puede apelarse ya que protege derechos colectivos,0.0,La apelación no es medio de impugnación oponible en procesos ambientales,0.0 ;;;;;;;;
"P1009,""Ante sus oficios Notariales comparece la señora Clara Sofía, manifestándole que ella no le gusta su nombre y que ahora quiere llamarse Rubí Cristal, y que quiere otorgar un documento donde se exprese tal circunstancia, a lo que usted le expresa lo siguiente:"",Artículo 23 de la Ley del nombre de la persona natural,Procedo a realizar el cambio de nombre por que ninguna persona debe llamarse de una forma que dañe su dignidad,0.0,Que no puede realizar el documento únicamente por que su nombre no encaja en los términos del artículo 23 de la Ley del Nombre de la Persona Natural,0.0,Que usted como notario no tiene la facultad para realizar el cambio de nombre ya que únicamente puede hacerse mediante sentencia judicial y únicamente en los casos que la Ley establece,1.0,Que no puede realizarse cambio de nombre por ser contrario a la Ley,0.0 ";;;;;;;;
"P1010,¿Es valida la acción de delegación de la autoridad parental que éstos ejercen sobre su hijo?,Arts. 207 C.F. y 2 LCJ.,""Si, porque de común acuerdo ambos padres desean autorizar que la abuela materna cuide de su hijo, quien a la vez ejercería su función de responsable  por lo que solo basta que se haga en acta notarial."",0.0,""No, porque los derechos que reconoce el Código de Familia refieren que son indisponibles e indelegables."",0.0,""Si, porque la delegación de autoridad parental es permitida por el Código de Familia, siempre y cuando se formalice en escritura pública."",0.0,""No, porque la autoridad parental corresponde exclusivamente por los padres de familia, y conforme a la Ley de Familia y Ley Crecer Juntos puede delegarse notarialmente el cuidado personal a la abuela bajo la figura de responsable parental."",1.0";;;;;;;;
"P1011,""A partir de la entrada en vigor de las últimas reformas del Código de Comercio, toda sociedad mercantil que, por razones sobrevenidas, se reduzca a un solo socio o accionista, debe ser considerada una Sociedad por Acciones Simplificada Unipersonal."",Art. 305-A y 305-I C Com,""No, porque la Sociedad por Acciones Simplificada unipersonal solo se admite cuando desde su constitución la sociedad posee un solo socio."",0.0,""Sí, porque sería la figura societaria que más se ajustaría al principio de continuidad empresarial."",0.0,""No, porque el régimen de las sociedades devenidas unipersonales no ha experimentado reformas."",1.0,""Sí, porque al reconocerse, con las reformas, la sociedad de un solo socio  toda disposición legal anterior que se refiera a la unipersonalidad societaria sobrevenida debe considerarse derogada tácitamente."",0.0";;;;;;;;
"P1012,Otorgaría un cheque a la orden de una empresa.,Art. 798 C. Com.,""No, ya que la empresa es una cosa y no una persona con la facultad de adquirir derechos."",0.0,""No, ya que la ley permite la emisión de títulos valores solo a favor de personas físicas o jurídicas."",0.0,Ninguna opción es correcta,0.0,""Si, ya que se considera que es a favor del titular de la empresa."",1.0 ";;;;;;;;
"P1013,""En el contrato de usufructo de acciones, se tiene lo siguiente:"",Art. 132 C. Com,""El titular de los derechos económicos y sociales sigue siendo el nudo propietario, pero el usufructuario tiene la facultad de exigir las utilidades."",0.0,El titular de los derechos económicos es el nudo propietario y pertenecen al usufructuario los derechos sociales o extrapatrimoniales.,0.0,El titular de los derechos económicos es el usufructuario y pertenece al nudo propietario los derechos sociales o extrapatrimoniales.,1.0,No es posible constituir un derecho de usufructo sobre las acciones.,0.0 ";;;;;;;;
"P1014,""Sofia quiere otorgar su testamento abierto, publico o nuncupativo instituyendo como asignatarios universales de sus bienes a sus futuros nietos, es decir, a los hijos que llegue a procrear en su momento Andrés, su único hijo. ¿Cómo notario autorizaría este testamento?"",art. 963 inc. 3° CC,""Si, pues las asignaciones testamentarias hechas en favor del concepturus y del Nasciturus están reconocidas por nuestro ordenamiento jurídico."",1.0,""Que no puede hacerlo ya que, por testamento solo se pueden instituir bienes en favor del Nasciturus y no del Concepturus."",0.0,Que no puede realizar tal acto porque el testamento requiere que las personas tengan capacidad y existan al momento de la apertura de la sucesión.,0.0,""Que, si puede hacerlo ya que tanto el Concepturus como el Nasciturus tienen existencia y reconocimiento como sujetos de derecho."",0.0 ";;;;;;;;
"P1015,¿quién es el heredero?,art. 1047 CC,""Ambos son herederos porque al no poderse determinar quién nació primero, ambos comparten los derechos hereditarios."",1.0,""El siguiente hijo que tenga alguna de ellas, porque operaria la figura de los connacientes."",0.0,""La cláusula establecida en el testamento no tiene ninguna validez, pues adolece de objeto ilícito, por tanto, la herencia será intestada."",0.0,""Nuestro ordenamiento jurídico no reconoce la figura de los connacientes, por lo tanto, no podrá haber heredero testamentario y la herencia quedará abintestato."",0.0 ";;;;;;;;
P1016,Como se perfecciona los contratos públicos:,Art. 129 LCP,Con el acto de adjudicación de la administración,0.0,Con la garantía de cumplimiento contractual,0.0,Con la firma de los otorgantes del contrato u orden de compra,1.0,Con la confirmación del recurso de apelación ante el Tribunal de Apelaciones de Compras Publicas,0.0 ;;;;;;;;
P1017,¿Cuál es la actividad contractual de la administración excluida del control contencioso administrativo?,Art. 160 y 174 LCP,Documentos de solicitud,0.0,Actos de adjudicación de compras publicas,0.0,Laudos arbitrales donde un sujeto de la administración es parte,0.0,Penalidades contractuales que derivan de la ejecución del contrato público,1.0 ;;;;;;;;
"P1018,""La orden de compra podrá utilizarse según la Ley de Compras Públicas para formalizar las obligaciones de los procedimientos de selección, excepto en:"",art. 129 y 138 LCP,""Contrato de arrendamientos de bienes muebles, y contrato de bienes inmuebles"",0.0,""Contrato de obra, concesiones de obras públicas y subsuelo"",1.0,Contrato de consultoría y precio fijo,0.0,Contrato basado en el tiempo y precio,0.0 ";;;;;;;;
P1019,La realización de una práctica anticompetitiva en la Ley Simplificada de Adquisiciones para Obras Municipales durante la ejecución conlleva:,art. 111 lit. b) L.S.A.O.P.M.,Inhabilitación,0.0,Caducidad del contrato,1.0,Sanción administrativa,0.0,Todas las respuestas son correctas,0.0 ;;;;;;;;
"P1020,""¿Es posible pagar la obligación con el vehículo prendado a través de la dación en pago, aunque el Banco aún no esté de acuerdo?"",Artículo 2147 inciso 2° Código Civil,Le informa que la dación en pago es una forma voluntaria entre las partes para dar por terminada la obligación.,0.0,""Usted le informa, que la dación en pago debe ser pactada con el Banco acreedor, pues debe concurrir el acuerdo de ambas partes."",1.0,Que si puede pagarle al Banco con el vehículo dado en garantía y que con eso se de por saldada la obligación.,0.0,Ninguna de las respuestas son correctas.,0.0 ";;;;;;;;
"P1021,""En el testamento cerrado siendo este un acto jurídico solemne, requiere la intervención notarial en los siguientes casos:"",Artículos 1017 Código Civil. Articulo 41 n°2 Ley del Notariado,""No se requiere intervención notarial, pues el testamento cerrado no se otorga ante notario."",0.0,Para otorgar acta de legalización de las cubiertas que contiene el testamento y protocolización posterior del acta.,1.0,Para mantener la confidencialidad del testamento.,0.0,Ninguna de las respuestas son correctas.,0.0 ";;;;;;;;
